Id,SleepDay,DateOnly,WeekDay,TotalMinutesAsleep,TotalTimeInBed
2026352035,4/29/16 12:00 AM,4/29/2016,Friday,490.00,510.00
2026352035,4/30/16 12:00 AM,4/30/2016,Saturday,573.00,607.00
2026352035,5/1/16 12:00 AM,5/1/2016,Sunday,527.00,546.00
2026352035,5/2/16 12:00 AM,5/2/2016,Monday,511.00,543.00
2026352035,5/4/16 12:00 AM,5/4/2016,Wednesday,538.00,560.00
2026352035,5/5/16 12:00 AM,5/5/2016,Thursday,468.00,485.00
2026352035,5/6/16 12:00 AM,5/6/2016,Friday,524.00,548.00
2026352035,5/7/16 12:00 AM,5/7/2016,Saturday,511.00,521.00
2026352035,5/8/16 12:00 AM,5/8/2016,Sunday,541.00,568.00
2026352035,5/9/16 12:00 AM,5/9/2016,Monday,531.00,556.00
2026352035,5/10/16 12:00 AM,5/10/2016,Tuesday,357.00,380.00
2026352035,5/11/16 12:00 AM,5/11/2016,Wednesday,523.00,553.00
2026352035,5/12/16 12:00 AM,5/12/2016,Thursday,456.00,485.00
2320127002,4/23/16 12:00 AM,4/23/2016,Saturday,61.00,69.00
2347167796,4/13/16 12:00 AM,4/13/2016,Wednesday,467.00,531.00
2347167796,4/14/16 12:00 AM,4/14/2016,Thursday,445.00,489.00
2347167796,4/15/16 12:00 AM,4/15/2016,Friday,452.00,504.00
2347167796,4/17/16 12:00 AM,4/17/2016,Sunday,556.00,602.00
2347167796,4/18/16 12:00 AM,4/18/2016,Monday,500.00,557.00
2347167796,4/19/16 12:00 AM,4/19/2016,Tuesday,465.00,514.00
2347167796,4/21/16 12:00 AM,4/21/2016,Thursday,460.00,484.00
2347167796,4/22/16 12:00 AM,4/22/2016,Friday,405.00,461.00
2347167796,4/23/16 12:00 AM,4/23/2016,Saturday,374.00,386.00
2347167796,4/24/16 12:00 AM,4/24/2016,Sunday,442.00,459.00
2347167796,4/25/16 12:00 AM,4/25/2016,Monday,433.00,471.00
2347167796,4/26/16 12:00 AM,4/26/2016,Tuesday,436.00,490.00
2347167796,4/27/16 12:00 AM,4/27/2016,Wednesday,448.00,499.00
2347167796,4/28/16 12:00 AM,4/28/2016,Thursday,408.00,450.00
2347167796,4/29/16 12:00 AM,4/29/2016,Friday,411.00,473.00
3977333714,4/12/16 12:00 AM,4/12/2016,Tuesday,274.00,469.00
3977333714,4/13/16 12:00 AM,4/13/2016,Wednesday,295.00,456.00
3977333714,4/14/16 12:00 AM,4/14/2016,Thursday,291.00,397.00
3977333714,4/15/16 12:00 AM,4/15/2016,Friday,424.00,556.00
3977333714,4/16/16 12:00 AM,4/16/2016,Saturday,283.00,510.00
3977333714,4/17/16 12:00 AM,4/17/2016,Sunday,381.00,566.00
3977333714,4/18/16 12:00 AM,4/18/2016,Monday,412.00,522.00
3977333714,4/19/16 12:00 AM,4/19/2016,Tuesday,219.00,395.00
3977333714,4/20/16 12:00 AM,4/20/2016,Wednesday,152.00,305.00
3977333714,4/21/16 12:00 AM,4/21/2016,Thursday,332.00,512.00
3977333714,4/22/16 12:00 AM,4/22/2016,Friday,355.00,476.00
3977333714,4/23/16 12:00 AM,4/23/2016,Saturday,235.00,372.00
3977333714,4/24/16 12:00 AM,4/24/2016,Sunday,310.00,526.00
3977333714,4/25/16 12:00 AM,4/25/2016,Monday,262.00,467.00
3977333714,4/26/16 12:00 AM,4/26/2016,Tuesday,250.00,371.00
3977333714,4/27/16 12:00 AM,4/27/2016,Wednesday,349.00,540.00
3977333714,4/28/16 12:00 AM,4/28/2016,Thursday,261.00,423.00
3977333714,4/29/16 12:00 AM,4/29/2016,Friday,333.00,478.00
3977333714,4/30/16 12:00 AM,4/30/2016,Saturday,237.00,382.00
3977333714,5/1/16 12:00 AM,5/1/2016,Sunday,383.00,626.00
3977333714,5/2/16 12:00 AM,5/2/2016,Monday,230.00,384.00
3977333714,5/3/16 12:00 AM,5/3/2016,Tuesday,292.00,500.00
3977333714,5/4/16 12:00 AM,5/4/2016,Wednesday,213.00,336.00
3977333714,5/5/16 12:00 AM,5/5/2016,Thursday,318.00,480.00
3977333714,5/6/16 12:00 AM,5/6/2016,Friday,323.00,512.00
3977333714,5/7/16 12:00 AM,5/7/2016,Saturday,237.00,443.00
3977333714,5/8/16 12:00 AM,5/8/2016,Sunday,259.00,456.00
3977333714,5/10/16 12:00 AM,5/10/2016,Tuesday,312.00,452.00
4020332650,4/12/16 12:00 AM,4/12/2016,Tuesday,501.00,541.00
4020332650,4/16/16 12:00 AM,4/16/2016,Saturday,77.00,77.00
4020332650,5/3/16 12:00 AM,5/3/2016,Tuesday,322.00,332.00
4020332650,5/4/16 12:00 AM,5/4/2016,Wednesday,478.00,536.00
4020332650,5/5/16 12:00 AM,5/5/2016,Thursday,226.00,248.00
4020332650,5/6/16 12:00 AM,5/6/2016,Friday,385.00,408.00
4020332650,5/8/16 12:00 AM,5/8/2016,Sunday,364.00,402.00
4020332650,5/10/16 12:00 AM,5/10/2016,Tuesday,442.00,494.00
4319703577,4/14/16 12:00 AM,4/14/2016,Thursday,535.00,557.00
4319703577,4/15/16 12:00 AM,4/15/2016,Friday,465.00,491.00
4319703577,4/16/16 12:00 AM,4/16/2016,Saturday,506.00,522.00
4319703577,4/18/16 12:00 AM,4/18/2016,Monday,515.00,551.00
4319703577,4/19/16 12:00 AM,4/19/2016,Tuesday,461.00,498.00
4319703577,4/20/16 12:00 AM,4/20/2016,Wednesday,523.00,543.00
4319703577,4/21/16 12:00 AM,4/21/2016,Thursday,59.00,65.00
4319703577,4/22/16 12:00 AM,4/22/2016,Friday,533.00,550.00
4319703577,4/23/16 12:00 AM,4/23/2016,Saturday,692.00,722.00
4319703577,4/24/16 12:00 AM,4/24/2016,Sunday,467.00,501.00
4319703577,4/25/16 12:00 AM,4/25/2016,Monday,488.00,506.00
4319703577,4/26/16 12:00 AM,4/26/2016,Tuesday,505.00,516.00
4319703577,4/27/16 12:00 AM,4/27/2016,Wednesday,286.00,307.00
4319703577,4/28/16 12:00 AM,4/28/2016,Thursday,497.00,522.00
4319703577,4/29/16 12:00 AM,4/29/2016,Friday,523.00,546.00
4319703577,4/30/16 12:00 AM,4/30/2016,Saturday,490.00,516.00
4319703577,5/1/16 12:00 AM,5/1/2016,Sunday,484.00,500.00
4319703577,5/2/16 12:00 AM,5/2/2016,Monday,478.00,506.00
4319703577,5/3/16 12:00 AM,5/3/2016,Tuesday,474.00,512.00
4319703577,5/6/16 12:00 AM,5/6/2016,Friday,450.00,491.00
4319703577,5/7/16 12:00 AM,5/7/2016,Saturday,507.00,530.00
4319703577,5/8/16 12:00 AM,5/8/2016,Sunday,602.00,638.00
4319703577,5/9/16 12:00 AM,5/9/2016,Monday,535.00,565.00
4319703577,5/10/16 12:00 AM,5/10/2016,Tuesday,487.00,517.00
4319703577,5/11/16 12:00 AM,5/11/2016,Wednesday,529.00,558.00
4319703577,5/12/16 12:00 AM,5/12/2016,Thursday,302.00,321.00
4388161847,4/15/16 12:00 AM,4/15/2016,Friday,499.00,526.00
4388161847,4/16/16 12:00 AM,4/16/2016,Saturday,426.00,448.00
4388161847,4/17/16 12:00 AM,4/17/2016,Sunday,619.00,641.00
4388161847,4/18/16 12:00 AM,4/18/2016,Monday,99.00,104.00
4388161847,4/19/16 12:00 AM,4/19/2016,Tuesday,329.00,338.00
4388161847,4/20/16 12:00 AM,4/20/2016,Wednesday,421.00,451.00
4388161847,4/21/16 12:00 AM,4/21/2016,Thursday,442.00,458.00
4388161847,4/22/16 12:00 AM,4/22/2016,Friday,82.00,85.00
4388161847,4/23/16 12:00 AM,4/23/2016,Saturday,478.00,501.00
4388161847,4/24/16 12:00 AM,4/24/2016,Sunday,552.00,595.00
4388161847,4/26/16 12:00 AM,4/26/2016,Tuesday,319.00,346.00
4388161847,4/27/16 12:00 AM,4/27/2016,Wednesday,439.00,500.00
4388161847,4/28/16 12:00 AM,4/28/2016,Thursday,428.00,458.00
4388161847,4/30/16 12:00 AM,4/30/2016,Saturday,409.00,430.00
4388161847,5/1/16 12:00 AM,5/1/2016,Sunday,547.00,597.00
4388161847,5/2/16 12:00 AM,5/2/2016,Monday,368.00,376.00
4388161847,5/4/16 12:00 AM,5/4/2016,Wednesday,390.00,414.00
4388161847,5/5/16 12:00 AM,5/5/2016,Thursday,471.00,495.00
4388161847,5/7/16 12:00 AM,5/7/2016,Saturday,472.00,496.00
4388161847,5/8/16 12:00 AM,5/8/2016,Sunday,529.00,541.00
4388161847,5/9/16 12:00 AM,5/9/2016,Monday,62.00,65.00
4388161847,5/10/16 12:00 AM,5/10/2016,Tuesday,354.00,375.00
4388161847,5/11/16 12:00 AM,5/11/2016,Wednesday,469.00,494.00
4445114986,4/12/16 12:00 AM,4/12/2016,Tuesday,429.00,457.00
4445114986,4/13/16 12:00 AM,4/13/2016,Wednesday,370.00,406.00
4445114986,4/14/16 12:00 AM,4/14/2016,Thursday,441.00,492.00
4445114986,4/15/16 12:00 AM,4/15/2016,Friday,337.00,379.00
4445114986,4/16/16 12:00 AM,4/16/2016,Saturday,462.00,499.00
4445114986,4/17/16 12:00 AM,4/17/2016,Sunday,98.00,107.00
4445114986,4/19/16 12:00 AM,4/19/2016,Tuesday,388.00,424.00
4445114986,4/20/16 12:00 AM,4/20/2016,Wednesday,439.00,462.00
4445114986,4/21/16 12:00 AM,4/21/2016,Thursday,436.00,469.00
4445114986,4/22/16 12:00 AM,4/22/2016,Friday,388.00,417.00
4445114986,4/25/16 12:00 AM,4/25/2016,Monday,328.00,345.00
4445114986,4/26/16 12:00 AM,4/26/2016,Tuesday,353.00,391.00
4445114986,4/27/16 12:00 AM,4/27/2016,Wednesday,332.00,374.00
4445114986,4/28/16 12:00 AM,4/28/2016,Thursday,419.00,442.00
4445114986,4/29/16 12:00 AM,4/29/2016,Friday,106.00,108.00
4445114986,4/30/16 12:00 AM,4/30/2016,Saturday,322.00,353.00
4445114986,5/1/16 12:00 AM,5/1/2016,Sunday,439.00,459.00
4445114986,5/2/16 12:00 AM,5/2/2016,Monday,502.00,542.00
4445114986,5/3/16 12:00 AM,5/3/2016,Tuesday,417.00,450.00
4445114986,5/4/16 12:00 AM,5/4/2016,Wednesday,337.00,363.00
4445114986,5/5/16 12:00 AM,5/5/2016,Thursday,462.00,513.00
4445114986,5/6/16 12:00 AM,5/6/2016,Friday,374.00,402.00
4445114986,5/7/16 12:00 AM,5/7/2016,Saturday,401.00,436.00
4445114986,5/8/16 12:00 AM,5/8/2016,Sunday,361.00,391.00
4445114986,5/9/16 12:00 AM,5/9/2016,Monday,457.00,533.00
4445114986,5/10/16 12:00 AM,5/10/2016,Tuesday,405.00,426.00
4445114986,5/11/16 12:00 AM,5/11/2016,Wednesday,499.00,530.00
4445114986,5/12/16 12:00 AM,5/12/2016,Thursday,483.00,501.00
4558609924,4/21/16 12:00 AM,4/21/2016,Thursday,126.00,137.00
4558609924,4/26/16 12:00 AM,4/26/2016,Tuesday,103.00,121.00
4558609924,4/29/16 12:00 AM,4/29/2016,Friday,171.00,179.00
4558609924,5/1/16 12:00 AM,5/1/2016,Sunday,115.00,129.00
4558609924,5/8/16 12:00 AM,5/8/2016,Sunday,123.00,134.00
4702921684,4/12/16 12:00 AM,4/12/2016,Tuesday,425.00,439.00
4702921684,4/13/16 12:00 AM,4/13/2016,Wednesday,400.00,430.00
4702921684,4/14/16 12:00 AM,4/14/2016,Thursday,384.00,415.00
4702921684,4/15/16 12:00 AM,4/15/2016,Friday,253.00,257.00
4702921684,4/16/16 12:00 AM,4/16/2016,Saturday,382.00,406.00
4702921684,4/17/16 12:00 AM,4/17/2016,Sunday,591.00,612.00
4702921684,4/18/16 12:00 AM,4/18/2016,Monday,293.00,312.00
4702921684,4/19/16 12:00 AM,4/19/2016,Tuesday,457.00,487.00
4702921684,4/20/16 12:00 AM,4/20/2016,Wednesday,454.00,468.00
4702921684,4/21/16 12:00 AM,4/21/2016,Thursday,425.00,434.00
4702921684,4/23/16 12:00 AM,4/23/2016,Saturday,465.00,475.00
4702921684,4/24/16 12:00 AM,4/24/2016,Sunday,480.00,506.00
4702921684,4/25/16 12:00 AM,4/25/2016,Monday,370.00,380.00
4702921684,4/26/16 12:00 AM,4/26/2016,Tuesday,421.00,429.00
4702921684,4/27/16 12:00 AM,4/27/2016,Wednesday,432.00,449.00
4702921684,4/28/16 12:00 AM,4/28/2016,Thursday,442.00,461.00
4702921684,4/29/16 12:00 AM,4/29/2016,Friday,433.00,447.00
4702921684,4/30/16 12:00 AM,4/30/2016,Saturday,479.00,501.00
4702921684,5/3/16 12:00 AM,5/3/2016,Tuesday,327.00,373.00
4702921684,5/4/16 12:00 AM,5/4/2016,Wednesday,412.00,434.00
4702921684,5/5/16 12:00 AM,5/5/2016,Thursday,414.00,428.00
4702921684,5/6/16 12:00 AM,5/6/2016,Friday,404.00,449.00
4702921684,5/7/16 12:00 AM,5/7/2016,Saturday,520.00,543.00
4702921684,5/9/16 12:00 AM,5/9/2016,Monday,435.00,458.00
4702921684,5/10/16 12:00 AM,5/10/2016,Tuesday,416.00,431.00
4702921684,5/11/16 12:00 AM,5/11/2016,Wednesday,354.00,366.00
4702921684,5/12/16 12:00 AM,5/12/2016,Thursday,404.00,442.00
5553957443,4/12/16 12:00 AM,4/12/2016,Tuesday,441.00,464.00
5553957443,4/13/16 12:00 AM,4/13/2016,Wednesday,455.00,488.00
5553957443,4/14/16 12:00 AM,4/14/2016,Thursday,357.00,418.00
5553957443,4/15/16 12:00 AM,4/15/2016,Friday,377.00,409.00
5553957443,4/16/16 12:00 AM,4/16/2016,Saturday,651.00,686.00
5553957443,4/17/16 12:00 AM,4/17/2016,Sunday,350.00,402.00
5553957443,4/18/16 12:00 AM,4/18/2016,Monday,520.00,541.00
5553957443,4/19/16 12:00 AM,4/19/2016,Tuesday,357.00,410.00
5553957443,4/20/16 12:00 AM,4/20/2016,Wednesday,658.00,678.00
5553957443,4/21/16 12:00 AM,4/21/2016,Thursday,399.00,431.00
5553957443,4/22/16 12:00 AM,4/22/2016,Friday,322.00,353.00
5553957443,4/23/16 12:00 AM,4/23/2016,Saturday,631.00,725.00
5553957443,4/24/16 12:00 AM,4/24/2016,Sunday,553.00,640.00
5553957443,4/25/16 12:00 AM,4/25/2016,Monday,433.00,468.00
5553957443,4/26/16 12:00 AM,4/26/2016,Tuesday,412.00,453.00
5553957443,4/27/16 12:00 AM,4/27/2016,Wednesday,347.00,391.00
5553957443,4/28/16 12:00 AM,4/28/2016,Thursday,421.00,457.00
5553957443,4/29/16 12:00 AM,4/29/2016,Friday,450.00,495.00
5553957443,4/30/16 12:00 AM,4/30/2016,Saturday,775.00,843.00
5553957443,5/1/16 12:00 AM,5/1/2016,Sunday,622.00,686.00
5553957443,5/2/16 12:00 AM,5/2/2016,Monday,409.00,471.00
5553957443,5/3/16 12:00 AM,5/3/2016,Tuesday,380.00,429.00
5553957443,5/4/16 12:00 AM,5/4/2016,Wednesday,447.00,470.00
5553957443,5/5/16 12:00 AM,5/5/2016,Thursday,419.00,464.00
5553957443,5/6/16 12:00 AM,5/6/2016,Friday,400.00,434.00
5553957443,5/7/16 12:00 AM,5/7/2016,Saturday,442.00,470.00
5553957443,5/8/16 12:00 AM,5/8/2016,Sunday,568.00,608.00
5553957443,5/9/16 12:00 AM,5/9/2016,Monday,453.00,494.00
5553957443,5/10/16 12:00 AM,5/10/2016,Tuesday,418.00,443.00
5553957443,5/11/16 12:00 AM,5/11/2016,Wednesday,463.00,486.00
5553957443,5/12/16 12:00 AM,5/12/2016,Thursday,438.00,475.00
5577150313,4/12/16 12:00 AM,4/12/2016,Tuesday,419.00,438.00
5577150313,4/13/16 12:00 AM,4/13/2016,Wednesday,432.00,458.00
5577150313,4/14/16 12:00 AM,4/14/2016,Thursday,477.00,497.00
5577150313,4/15/16 12:00 AM,4/15/2016,Friday,392.00,413.00
5577150313,4/16/16 12:00 AM,4/16/2016,Saturday,406.00,445.00
5577150313,4/17/16 12:00 AM,4/17/2016,Sunday,549.00,583.00
5577150313,4/18/16 12:00 AM,4/18/2016,Monday,527.00,553.00
5577150313,4/19/16 12:00 AM,4/19/2016,Tuesday,449.00,465.00
5577150313,4/20/16 12:00 AM,4/20/2016,Wednesday,447.00,480.00
5577150313,4/21/16 12:00 AM,4/21/2016,Thursday,414.00,437.00
5577150313,4/22/16 12:00 AM,4/22/2016,Friday,338.00,366.00
5577150313,4/23/16 12:00 AM,4/23/2016,Saturday,384.00,402.00
5577150313,4/24/16 12:00 AM,4/24/2016,Sunday,543.00,615.00
5577150313,4/25/16 12:00 AM,4/25/2016,Monday,421.00,461.00
5577150313,4/26/16 12:00 AM,4/26/2016,Tuesday,354.00,377.00
5577150313,4/27/16 12:00 AM,4/27/2016,Wednesday,424.00,452.00
5577150313,4/28/16 12:00 AM,4/28/2016,Thursday,361.00,372.00
5577150313,4/29/16 12:00 AM,4/29/2016,Friday,459.00,485.00
5577150313,4/30/16 12:00 AM,4/30/2016,Saturday,412.00,433.00
5577150313,5/1/16 12:00 AM,5/1/2016,Sunday,379.00,398.00
5577150313,5/2/16 12:00 AM,5/2/2016,Monday,525.00,553.00
5577150313,5/3/16 12:00 AM,5/3/2016,Tuesday,508.00,543.00
5577150313,5/4/16 12:00 AM,5/4/2016,Wednesday,603.00,634.00
5577150313,5/5/16 12:00 AM,5/5/2016,Thursday,74.00,78.00
5577150313,5/10/16 12:00 AM,5/10/2016,Tuesday,504.00,562.00
5577150313,5/11/16 12:00 AM,5/11/2016,Wednesday,431.00,476.00
6117666160,4/16/16 12:00 AM,4/16/2016,Saturday,380.00,398.00
6117666160,4/17/16 12:00 AM,4/17/2016,Sunday,336.00,350.00
6117666160,4/18/16 12:00 AM,4/18/2016,Monday,493.00,510.00
6117666160,4/19/16 12:00 AM,4/19/2016,Tuesday,465.00,492.00
6117666160,4/20/16 12:00 AM,4/20/2016,Wednesday,474.00,502.00
6117666160,4/21/16 12:00 AM,4/21/2016,Thursday,508.00,550.00
6117666160,4/22/16 12:00 AM,4/22/2016,Friday,480.00,546.00
6117666160,4/23/16 12:00 AM,4/23/2016,Saturday,492.00,539.00
6117666160,4/24/16 12:00 AM,4/24/2016,Sunday,353.00,367.00
6117666160,4/27/16 12:00 AM,4/27/2016,Wednesday,542.00,557.00
6117666160,4/28/16 12:00 AM,4/28/2016,Thursday,393.00,416.00
6117666160,4/29/16 12:00 AM,4/29/2016,Friday,600.00,636.00
6117666160,5/1/16 12:00 AM,5/1/2016,Sunday,507.00,575.00
6117666160,5/5/16 12:00 AM,5/5/2016,Thursday,392.00,415.00
6117666160,5/6/16 12:00 AM,5/6/2016,Friday,658.00,698.00
6117666160,5/7/16 12:00 AM,5/7/2016,Saturday,498.00,507.00
6117666160,5/8/16 12:00 AM,5/8/2016,Sunday,555.00,603.00
6117666160,5/9/16 12:00 AM,5/9/2016,Monday,492.00,522.00
6775888955,4/13/16 12:00 AM,4/13/2016,Wednesday,235.00,260.00
6775888955,4/14/16 12:00 AM,4/14/2016,Thursday,423.00,441.00
6775888955,4/15/16 12:00 AM,4/15/2016,Friday,391.00,406.00
6962181067,4/12/16 12:00 AM,4/12/2016,Tuesday,366.00,387.00
6962181067,4/13/16 12:00 AM,4/13/2016,Wednesday,630.00,679.00
6962181067,4/14/16 12:00 AM,4/14/2016,Thursday,508.00,535.00
6962181067,4/15/16 12:00 AM,4/15/2016,Friday,370.00,386.00
6962181067,4/16/16 12:00 AM,4/16/2016,Saturday,357.00,366.00
6962181067,4/17/16 12:00 AM,4/17/2016,Sunday,427.00,446.00
6962181067,4/18/16 12:00 AM,4/18/2016,Monday,442.00,458.00
6962181067,4/19/16 12:00 AM,4/19/2016,Tuesday,476.00,535.00
6962181067,4/20/16 12:00 AM,4/20/2016,Wednesday,418.00,424.00
6962181067,4/21/16 12:00 AM,4/21/2016,Thursday,451.00,457.00
6962181067,4/22/16 12:00 AM,4/22/2016,Friday,425.00,435.00
6962181067,4/23/16 12:00 AM,4/23/2016,Saturday,528.00,546.00
6962181067,4/24/16 12:00 AM,4/24/2016,Sunday,511.00,514.00
6962181067,4/25/16 12:00 AM,4/25/2016,Monday,400.00,415.00
6962181067,4/26/16 12:00 AM,4/26/2016,Tuesday,441.00,446.00
6962181067,4/27/16 12:00 AM,4/27/2016,Wednesday,455.00,467.00
6962181067,4/28/16 12:00 AM,4/28/2016,Thursday,440.00,453.00
6962181067,4/29/16 12:00 AM,4/29/2016,Friday,433.00,447.00
6962181067,4/30/16 12:00 AM,4/30/2016,Saturday,422.00,424.00
6962181067,5/1/16 12:00 AM,5/1/2016,Sunday,411.00,426.00
6962181067,5/2/16 12:00 AM,5/2/2016,Monday,466.00,482.00
6962181067,5/3/16 12:00 AM,5/3/2016,Tuesday,394.00,418.00
6962181067,5/4/16 12:00 AM,5/4/2016,Wednesday,442.00,455.00
6962181067,5/5/16 12:00 AM,5/5/2016,Thursday,467.00,491.00
6962181067,5/6/16 12:00 AM,5/6/2016,Friday,443.00,462.00
6962181067,5/7/16 12:00 AM,5/7/2016,Saturday,298.00,334.00
6962181067,5/8/16 12:00 AM,5/8/2016,Sunday,541.00,569.00
6962181067,5/9/16 12:00 AM,5/9/2016,Monday,489.00,497.00
6962181067,5/10/16 12:00 AM,5/10/2016,Tuesday,469.00,481.00
6962181067,5/11/16 12:00 AM,5/11/2016,Wednesday,452.00,480.00
6962181067,5/12/16 12:00 AM,5/12/2016,Thursday,516.00,535.00
7007744171,4/16/16 12:00 AM,4/16/2016,Saturday,79.00,82.00
7007744171,5/1/16 12:00 AM,5/1/2016,Sunday,58.00,61.00
7086361926,4/12/16 12:00 AM,4/12/2016,Tuesday,514.00,525.00
7086361926,4/13/16 12:00 AM,4/13/2016,Wednesday,451.00,465.00
7086361926,4/14/16 12:00 AM,4/14/2016,Thursday,472.00,476.00
7086361926,4/15/16 12:00 AM,4/15/2016,Friday,377.00,386.00
7086361926,4/19/16 12:00 AM,4/19/2016,Tuesday,472.00,483.00
7086361926,4/20/16 12:00 AM,4/20/2016,Wednesday,492.00,502.00
7086361926,4/21/16 12:00 AM,4/21/2016,Thursday,390.00,411.00
7086361926,4/22/16 12:00 AM,4/22/2016,Friday,428.00,448.00
7086361926,4/24/16 12:00 AM,4/24/2016,Sunday,681.00,704.00
7086361926,4/25/16 12:00 AM,4/25/2016,Monday,446.00,447.00
7086361926,4/26/16 12:00 AM,4/26/2016,Tuesday,485.00,500.00
7086361926,4/27/16 12:00 AM,4/27/2016,Wednesday,469.00,479.00
7086361926,4/28/16 12:00 AM,4/28/2016,Thursday,354.00,367.00
7086361926,4/30/16 12:00 AM,4/30/2016,Saturday,485.00,489.00
7086361926,5/1/16 12:00 AM,5/1/2016,Sunday,388.00,407.00
7086361926,5/2/16 12:00 AM,5/2/2016,Monday,440.00,459.00
7086361926,5/3/16 12:00 AM,5/3/2016,Tuesday,456.00,461.00
7086361926,5/4/16 12:00 AM,5/4/2016,Wednesday,420.00,436.00
7086361926,5/6/16 12:00 AM,5/6/2016,Friday,322.00,333.00
7086361926,5/7/16 12:00 AM,5/7/2016,Saturday,530.00,548.00
7086361926,5/8/16 12:00 AM,5/8/2016,Sunday,481.00,510.00
7086361926,5/9/16 12:00 AM,5/9/2016,Monday,427.00,438.00
7086361926,5/11/16 12:00 AM,5/11/2016,Wednesday,451.00,463.00
7086361926,5/12/16 12:00 AM,5/12/2016,Thursday,444.00,457.00
8053475328,4/20/16 12:00 AM,4/20/2016,Wednesday,486.00,493.00
8053475328,4/23/16 12:00 AM,4/23/2016,Saturday,331.00,337.00
8053475328,5/7/16 12:00 AM,5/7/2016,Saturday,74.00,75.00
8378563200,4/12/16 12:00 AM,4/12/2016,Tuesday,338.00,356.00
